Catalyst ID,Formula,Bulk Material ID,Element,Adsorbate Smiles,Adsorbate IUPAC Formula,Adsorption Energy,h,k,l,Surface Shift
random1343174,Cu₉₆H₅C₂O,mp-1120774,Cu,*CH2CH2OH,C2 H5 O1,-2.821,1,0,1.0,0.5
random1504554,Ni₃₂H₄CO,mp-1014111,Ni,*OHCH3,C1 H4 O1,-1.565,1,0,0.0,0.0
random945462,H₆Pt₇₂C₂O,mp-126,Pt,*OHCH2CH3,C2 H6 O1,-4.006,1,1,0.0,0.125
random1207282,H₆Au₇₂C₂O,mp-1008634,Au,*OHCH2CH3,C2 H6 O1,-3.864,2,1,2.0,0.0
random1723273,H₄Pt₆₀C,mp-126,Pt,*CH4,C1 H4,-1.768,2,2,1.0,0.05
random1958419,Ag₈₁H₆C₂O,mp-989737,Ag,*OHCH2CH3,C2 H6 O1,-3.87,1,0,0.0,0.167
random1578294,Ag₃₀H₂N,mp-124,Ag,*NH2,N1 H2,0.212,2,2,1.0,0.05
random2421852,H₃Pt₇₂C,mp-126,Pt,*CH3,C1 H3,-1.882,2,1,0.0,0.083
random507387,Ni₃₂HCO,mp-10257,Ni,*COHCOH,C2 H2 O2,-2.632,2,0,1.0,0.0
random1093590,Cu₃₂C,mp-989782,Cu,*C*C,C2,-0.596,2,0,1.0,0.0
random1499470,Cu₄₈H₅C₂O,mp-989782,Cu,*CH2CH2OH,C2 H5 O1,-2.95,1,1,0.0,0.25
random1382580,HPt₇₂C₂O,mp-126,Pt,*CCHO,C2 H1 O1,-1.837,2,1,0.0,0.083
random891750,Cu₄₈H₄C,mp-1010136,Cu,*CH4,C1 H4,-2.819,1,1,1.0,0.083
random1213955,H₂Pt₇₂C₂O,mp-126,Pt,*CHCHO,C2 H2 O1,-2.585,2,1,0.0,0.083
random1739630,Ni₅₄HN,mp-1008728,Ni,*NH,N1 H1,-0.274,1,0,0.0,0.25
random726304,HAu₃₆CO,mp-81,Au,*CHO,C1 H1 O1,0.002,1,0,0.0,0.25
random1968616,Cu₇₂HNO,mp-30,Cu,*ONH,N1 H1 O1,2.938,2,1,0.0,0.083
random1954345,Ni₃₆H₃(CO)₂,mp-1014111,Ni,*CHOCHOH,C2 H3 O2,-1.994,2,1,0.0,0.167
random555715,Pt₅₄CN,mp-126,Pt,*CN,C1 N1,-0.508,1,1,1.0,0.167
random1620941,HAu₃₆C,mp-1008634,Au,*CH*CH,C2 H2,-1.381,2,1,1.0,0.167
random2206362,Cu₇₂NO₃,mp-989695,Cu,*NO3,N1 O3,4.737,2,1,1.0,0.069
random759134,Ag₁₀₈C,mp-989737,Ag,*C,C1,2.383,2,1,1.0,0.037
random767937,Ag₄₈H₄C₂O,mp-124,Ag,*COHCH3,C2 H4 O1,-0.62,1,1,0.0,0.125
random1586982,Ag₈₁H₃N,mp-989737,Ag,*NH3,N1 H3,-0.959,1,0,-1.0,0.056
random775486,Cu₃₆H₂CO,mp-1010136,Cu,*CHOCH2OH,C2 H4 O2,-1.892,2,1,0.0,0.083
random1228239,H₃Au₇₂(CO)₂,mp-1008634,Au,*CHOCHOH,C2 H3 O2,0.109,2,1,0.0,0.167
random1630418,Cu₉₆H₄C₂O,mp-989695,Cu,*CHCH2OH,C2 H4 O1,-1.606,2,2,1.0,0.031
random1518215,Cu₆₄H₆C₂N₂O,mp-989782,Cu,*ONN(CH3)2,C2 N2 H6 O1,-1.469,1,0,0.0,0.0
random1997151,Au₆₀NO₃,mp-81,Au,*NO3,N1 O3,5.873,2,2,1.0,0.05
random2081169,Ni₃₆HN,mp-10257,Ni,*NHNH,N2 H2,-0.841,2,1,1.0,0.0
random2019251,Ag₁₀₈HCO,mp-989737,Ag,*CHO,C1 H1 O1,0.53,2,1,1.0,0.037
random165133,Ni₂₄O,mp-1014111,Ni,*O,O1,0.486,1,1,0.0,0.25
random612613,Ni₇₂H₄C₂O,mp-10257,Ni,*OCHCH3,C2 H4 O1,-3.166,2,1,0.0,0.0
random2189471,H(Au₃₆N)₂,mp-1008634,Au,*N*NH,N2 H1,1.908,2,1,2.0,0.0
random1750540,Pt₃₆C,mp-126,Pt,*C*C,C2,-1.43,2,1,0.0,0.083
random2051663,Ag₈₁H₄CO,mp-989737,Ag,*OHCH3,C1 H4 O1,-1.647,1,0,-1.0,0.056
random2265197,Cu₆₄H₄CO,mp-989695,Cu,*OHCH3,C1 H4 O1,-1.58,1,0,1.0,0.458
random1806748,Ni₁₂HCO,mp-1094136,Ni,*CHO*CHO,C2 H2 O2,-2.34,2,-1,2.0,0.0
random1381593,Cu₆₄H₃C₂O,mp-989782,Cu,*CCH2OH,C2 H3 O1,-1.039,1,0,0.0,0.0
random1531928,Ag₁₀₈HNO₂,mp-989737,Ag,*ONOH,N1 H1 O2,3.709,2,-1,2.0,0.028
random965874,HPt₃₆CO,mp-126,Pt,*COHCOH,C2 H2 O2,-2.057,1,1,0.0,0.125
random1873103,H₃Au₇₂C,mp-1008634,Au,*CH3,C1 H3,-1.346,2,1,2.0,0.0
random1461984,Ag₅₄H₃C₂O,mp-989737,Ag,*CCH2OH,C2 H3 O1,0.396,1,0,1.0,0.111
random2173528,Ag₄₈H₂C₂O,mp-124,Ag,*CHCHO,C2 H2 O1,-1.253,1,1,0.0,0.125
random1244901,Ni₃₆HC,mp-23,Ni,*CCH2,C2 H2,-3.595,2,1,0.0,0.083
random1357148,HPt₇₂(CO)₂,mp-126,Pt,*COCHO,C2 H1 O2,-1.141,1,1,0.0,0.125
random552745,Ni₃₆N,mp-10257,Ni,*N2,N2,-0.308,2,1,1.0,0.167
random653825,Au₄₈O,mp-81,Au,*O,O1,2.976,1,1,0.0,0.125
random2175024,Ni₄₈H₄CN₂O,mp-1014111,Ni,*OHNNCH3,C1 N2 H4 O1,0.584,2,2,1.0,0.019
random831010,Au₄₈C,mp-81,Au,*C,C1,1.816,1,1,0.0,0.125
random2206422,Au₇₂NO₂,mp-1008634,Au,*NO2,N1 O2,4.596,2,1,0.0,0.0
random2128697,H₃Au₇₂(CO)₂,mp-1008634,Au,*COHCHOH,C2 H3 O2,-0.892,2,1,2.0,0.0
random609612,Cu₄₀H₂CO,mp-989782,Cu,*CHOHCHOH,C2 H4 O2,-1.418,2,-1,2.0,0.0
random2478090,Cu₇₂HN,mp-1010136,Cu,*NH,N1 H1,0.195,2,1,0.0,0.083
random1969499,Cu₇₂H₂C,mp-1120774,Cu,*CH2,C1 H2,-1.119,1,1,1.0,0.166
random2397862,Ni₃₆H₄C,mp-1014111,Ni,*CH4,C1 H4,-2.695,2,1,2.0,0.0
random2022632,Cu₃₂HC,mp-989695,Cu,*CH*CH,C2 H2,-1.56,1,0,0.0,0.5
random1696689,Cu₆₄H₃C,mp-989695,Cu,*CH3,C1 H3,-1.891,1,0,2.0,0.083
random2233579,Cu₄₈H₃C₂O,mp-989695,Cu,*CCH2OH,C2 H3 O1,-0.948,1,1,0.0,0.25
random1439245,Ag₈₁H₂N₂O,mp-989737,Ag,*ONNH2,N2 H2 O1,2.46,1,0,2.0,0.056
random1659341,Ni₇₂HO,mp-23,Ni,*OH,H1 O1,-0.118,2,1,0.0,0.083
random2313658,Ni₄₈H₂C,mp-1014111,Ni,*CH2,C1 H2,-1.445,2,2,1.0,0.019
random521971,HPt₆₀CO,mp-126,Pt,*COH,C1 H1 O1,-1.236,2,2,1.0,0.05
random1238169,Cu₄₈O,mp-989782,Cu,*O,O1,0.971,1,1,0.0,0.25
random540834,Cu₉₆H₂N₂O,mp-1120774,Cu,*ONNH2,N2 H2 O1,2.351,1,0,1.0,0.126
random1559221,H₅Au₄₈C₂O,mp-81,Au,*CHOHCH3,C2 H5 O1,-2.86,1,1,0.0,0.125
random1081820,Ni₃₆NO₃,mp-1014111,Ni,*NO3,N1 O3,2.35,2,1,2.0,0.0
random722283,Ni₆₄H₃C₂O,mp-1014111,Ni,*CHCHOH,C2 H3 O1,-2.85,2,0,1.0,0.5
random596558,Cu₆₄NO,mp-30,Cu,*NO,N1 O1,2.728,1,0,0.0,0.25
random1358169,Cu₆₄H₄C₂O,mp-989695,Cu,*CHCH2OH,C2 H4 O1,-2.038,1,0,1.0,0.458
random863152,Ni₃₆O,mp-1094136,Ni,*O,O1,-1.404,2,1,0.0,0.167
random449882,Cu₆₄H₂N₂O,mp-989695,Cu,*ONNH2,N2 H2 O1,2.441,1,0,0.0,0.5
random2066369,Ni₆₄HC,mp-23,Ni,*CH,C1 H1,-0.951,1,0,0.0,0.25
random1064959,Ni₇₂H₄C₂O,mp-10257,Ni,*OCHCH3,C2 H4 O1,-3.502,2,1,1.0,0.167
random1961017,Ag₈₁H₂CO,mp-989737,Ag,*CH2*O,C1 H2 O1,-0.443,1,0,-1.0,0.167
random1780410,Ni₇₂H₃C,mp-23,Ni,*CH3,C1 H3,-2.143,2,1,0.0,0.083
random1204013,H₃Au₉₆C₂O,mp-81,Au,*CCH2OH,C2 H3 O1,-0.534,2,1,1.0,0.062
random1940193,Cu₃₂HCO,mp-989695,Cu,*CHO*CHO,C2 H2 O2,-1.894,1,0,1.0,0.458
random2090665,H₂Au₃₆C,mp-81,Au,*CH2,C1 H2,0.481,1,0,0.0,0.25
random1725775,Cu₇₂H₄CO,mp-989782,Cu,*OHCH3,C1 H4 O1,-1.527,2,1,0.0,0.0
random1626107,Cu₉₆H₂N,mp-30,Cu,*NH2,N1 H2,-0.93,1,1,0.0,0.125
random1401173,Au₂₄C,mp-1008634,Au,*C*C,C2,1.109,1,1,1.0,0.0
random1606764,Ni₃₆H₃(CO)₂,mp-1014111,Ni,*COHCHOH,C2 H3 O2,-1.523,2,1,0.0,0.167
random2421314,Au₇₂O,mp-1008634,Au,*O,O1,2.821,2,1,1.0,0.167
random1354220,Cu₇₂H₃C₂,mp-1010136,Cu,*CHCH2,C2 H3,-1.796,2,1,0.0,0.083
random1644259,Ag₈₁H₂O,mp-989737,Ag,*OH2,H2 O1,-0.064,1,0,-1.0,0.056
random1263807,H₃Au₇₂N,mp-1008634,Au,*NH3,N1 H3,-1.139,1,0,2.0,0.167
random1992897,Ni₃₆HC,mp-10257,Ni,*CH*CH,C2 H2,-2.573,2,1,1.0,0.167
random1017411,Cu₃₆H₂CO,mp-1120774,Cu,*CHOCH2OH,C2 H4 O2,-2.042,1,1,0.0,0.25
random1817718,Cu₆₄H₅(CO)₂,mp-989695,Cu,*CHOHCH2OH,C2 H5 O2,-1.549,1,0,1.0,0.208
random2115956,Cu₄₈H₂CO,mp-989695,Cu,*CHOHCHOH,C2 H4 O2,-1.974,2,2,1.0,0.031
random1270585,Ni₃₂H₄CN₂O,mp-1014111,Ni,*OHNNCH3,C1 N2 H4 O1,-2.825,1,0,1.0,0.5
random1367357,Ag₈₁HNO,mp-989737,Ag,*ONH,N1 H1 O1,2.829,1,0,-1.0,0.056
random1184243,Cu₆₄H₃C₂,mp-989695,Cu,*CHCH2,C2 H3,-2.46,1,0,1.0,0.208
random1781202,Ni₃₆HN,mp-10257,Ni,*NHNH,N2 H2,0.405,2,1,1.0,0.0
random984432,Cu₁₀₈NO₂,mp-1120774,Cu,*NO2,N1 O2,4.748,2,1,0.0,0.056
random72827,HAu₃₆N,mp-1008634,Au,*NH,N1 H1,1.48,1,0,0.0,0.0
random1188133,Ni₆₄H₂C₂O,mp-23,Ni,*CCHOH,C2 H2 O1,-1.908,1,0,0.0,0.25
random1427634,Ni₃₆H₄C,mp-1014111,Ni,*CH4,C1 H4,-2.811,2,1,1.0,0.0
random470669,HAu₂₄CO,mp-1008634,Au,*COHCHO,C2 H2 O2,0.066,1,1,1.0,0.0
random520906,Cu₆₄HO,mp-989782,Cu,*OH,H1 O1,0.144,1,0,1.0,0.0
random686405,HPt₇₂O,mp-126,Pt,*OH,H1 O1,0.596,2,1,0.0,0.083
random2131475,Cu₇₂H₅(CO)₂,mp-1010136,Cu,*CHOHCH2OH,C2 H5 O2,-1.992,2,0,1.0,0.083
random1719835,Cu₄₈H₃C₂,mp-989695,Cu,*CCH3,C2 H3,-1.586,1,1,1.0,0.062
random771509,Cu₅₄HC,mp-1120774,Cu,*CCH2,C2 H2,-2.041,2,1,0.0,0.167
random593714,Ag₄₈HNO,mp-124,Ag,*ONH,N1 H1 O1,3.341,1,1,0.0,0.125
random1596959,H₂Pt₃₀CO,mp-126,Pt,*CHOCH2OH,C2 H4 O2,-1.841,2,2,1.0,0.05
random1603027,Ni₇₂HC,mp-23,Ni,*CH,C1 H1,-1.81,2,1,0.0,0.083
random1443910,Cu₇₂HCO,mp-30,Cu,*COH,C1 H1 O1,0.626,2,1,0.0,0.083
random298914,Ni₃₂HN₂,mp-1014111,Ni,*N*NH,N2 H1,-0.136,1,0,1.0,0.5
random1191885,Ni₂₄H₃(CO)₂,mp-1014111,Ni,*COHCHOH,C2 H3 O2,-2.643,1,1,0.0,0.25
random1444352,Cu₆₄H₃(CO)₂,mp-989695,Cu,*COCH2OH,C2 H3 O2,-1.11,0,0,1.0,0.125
random2396741,Au₇₂CN,mp-1008634,Au,*CN,C1 N1,-0.101,1,0,2.0,0.167
random1711962,Cu₉₆H₅C₂O,mp-1120774,Cu,*CHOHCH3,C2 H5 O1,-2.399,1,0,1.0,0.126
random1178914,Au₃₆N,mp-81,Au,*N,N1,4.442,1,0,0.0,0.25
random1909636,Ni₃₆H₂C₂O,mp-1014111,Ni,*CH*COH,C2 H2 O1,0.225,2,1,0.0,0.167
random1877929,Cu₇₂NO₃,mp-1120774,Cu,*NO3,N1 O3,4.06,2,-1,2.0,0.084
random1475244,Cu₃₆HCO,mp-989695,Cu,*COHCHO,C2 H2 O2,-0.691,2,1,2.0,0.028
random678376,Ni₆₄N,mp-23,Ni,*N,N1,0.49,1,0,0.0,0.25
random677620,Ag₄₈H₂C₂O,mp-124,Ag,*CCHOH,C2 H2 O1,-0.021,1,1,0.0,0.125
random769222,Cu₄₈H₂C₂O,mp-989695,Cu,*CHCHO,C2 H2 O1,-1.328,1,1,0.0,0.25
random1917651,Ag₅₄H₃C₂O,mp-989737,Ag,*CHCHOH,C2 H3 O1,-0.816,2,0,-1.0,0.25
random1783779,H₂Au₄₈N₂O,mp-81,Au,*ONNH2,N2 H2 O1,2.531,1,1,0.0,0.125
random862943,Ni₄₈H₃CO,mp-10257,Ni,*CH2OH,C1 H3 O1,-0.633,2,2,1.0,0.0
random1372552,H₃Au₈₀C,mp-1008634,Au,*CH3,C1 H3,-1.662,2,-1,2.0,0.2
random190128,H₃Pt₅₄C,mp-126,Pt,*CH3,C1 H3,-1.28,1,1,1.0,0.167
random2378322,Pt₃₆C,mp-126,Pt,*C*C,C2,-1.731,1,1,0.0,0.125
random1195231,Ni₇₂HN,mp-1056486,Ni,*NH,N1 H1,-1.008,2,1,0.0,0.083
random1257380,Ni₃₂HCO,mp-1094136,Ni,*CHO,C1 H1 O1,-3.518,1,0,0.0,0.5
random763947,Cu₇₂H₄C,mp-989782,Cu,*CH4,C1 H4,-2.822,2,1,0.0,0.167
random293824,Cu₅₄H,mp-1010136,Cu,*H,H1,-0.011,0,0,1.0,0.25
random1425403,Cu₃₂H₂CO,mp-989695,Cu,*CHOHCHOH,C2 H4 O2,-1.822,1,0,2.0,0.083
random1623593,H(Pt₂₇C)₂,mp-126,Pt,*CCH,C2 H1,-1.122,1,1,1.0,0.167
random2111471,Ni₆₄H₂O,mp-10257,Ni,*OH2,H2 O1,-0.078,1,0,1.0,0.0
random2111322,Ni₃₂H₂C,mp-1094136,Ni,*CH2,C1 H2,-0.826,1,0,0.0,0.5
random572328,Cu₆₄H₄C₂O,mp-1010136,Cu,*COHCH3,C2 H4 O1,-2.44,2,1,1.0,0.125
random1292014,Cu₅₄HC₂,mp-1010136,Cu,*CCH,C2 H1,-1.509,0,0,1.0,0.25
random1155929,Cu₇₂H₆C₂O,mp-30,Cu,*OHCH2CH3,C2 H6 O1,-3.95,2,1,0.0,0.083
random805791,Cu₇₂HN₂,mp-1120774,Cu,*N*NH,N2 H1,1.611,1,1,1.0,0.166
random1492440,HAu₃₆,mp-1008634,Au,*H,H1,0.193,0,0,1.0,0.0
random2244455,Pt₃₆N,mp-126,Pt,*N2,N2,-0.017,1,1,0.0,0.125
random2223146,Ni₇₂H₃C₂,mp-10257,Ni,*CCH3,C2 H3,-3.748,2,1,0.0,0.0
random855790,Ag₉₆H₄CO,mp-124,Ag,*OHCH3,C1 H4 O1,-1.614,2,1,1.0,0.063
random2252880,Ni₉₆HN₂,mp-1056486,Ni,*N*NH,N2 H1,0.743,1,1,0.0,0.125
random2348955,Cu₆₄HC₂O,mp-30,Cu,*CHCO,C2 H1 O1,-1.198,1,0,0.0,0.25
random695184,Ag₁₀₈H₃C₂O,mp-989737,Ag,*CHCHOH,C2 H3 O1,-1.235,1,1,1.0,0.083
random549605,Ag₃₆H₂C₂O,mp-124,Ag,*CHCHO,C2 H2 O1,-0.605,1,0,0.0,0.25
random468968,Ag₁₀₈H₄C₂O,mp-989737,Ag,*OCHCH3,C2 H4 O1,-2.95,1,1,1.0,0.028
random902337,Ni₆₄H₄C₂O,mp-10257,Ni,*CHOHCH2,C2 H4 O1,-2.946,2,0,1.0,0.75
random1854076,Ni₃₆HC₂,mp-1014111,Ni,*CCH,C2 H1,-2.655,2,1,0.0,0.167
random1552219,Cu₉₆HCO,mp-1120774,Cu,*COH,C1 H1 O1,0.346,1,0,0.0,0.167
random31917,Ni₄₈O,mp-1014111,Ni,*O,O1,6.207,2,2,1.0,0.019
random1749266,Ag₁₀₈H₅C₂O,mp-989737,Ag,*OCH2CH3,C2 H5 O1,-2.911,1,1,1.0,0.083
random1437994,Cu₆₄H₂CO,mp-989782,Cu,*CH2*O,C1 H2 O1,-0.429,1,0,1.0,0.0
random1294731,Ag₁₀₈H₂CO,mp-989737,Ag,*CHOH,C1 H2 O1,0.598,1,1,1.0,0.083
random1503802,Ni₃₆HC,mp-23,Ni,*CH*CH,C2 H2,-3.279,2,1,0.0,0.083
random2239401,Ni₆₄H₂N,mp-10257,Ni,*NH2,N1 H2,-0.778,1,0,0.0,0.0
random532736,H₃(Au₃₀C)₂,mp-81,Au,*CHCH2,C2 H3,-1.48,2,2,1.0,0.05
random1321018,Cu₆₄O,mp-30,Cu,*O,O1,0.656,1,0,0.0,0.25
random1013064,H₂Au₂₄CO,mp-1008634,Au,*CHOHCHOH,C2 H4 O2,-0.96,2,2,1.0,0.0
random627527,H₂Pt₅₄C₂O,mp-126,Pt,*CCHOH,C2 H2 O1,-2.388,1,1,1.0,0.167
random2322427,Ni₉₆H(CO)₂,mp-1056486,Ni,*COCHO,C2 H1 O2,-1.457,1,1,0.0,0.125
random1638682,Ni₆₄H₄CO,mp-1094136,Ni,*OHCH3,C1 H4 O1,-1.512,2,0,1.0,0.0
random1379916,H₂Pt₅₄O,mp-126,Pt,*OH2,H2 O1,-0.027,1,1,1.0,0.167
random1756940,Cu₇₂H₄C₂O,mp-1120774,Cu,*CHOHCH2,C2 H4 O1,-2.584,1,1,1.0,0.166
random2211758,Cu₇₂H₂C₂O,mp-1120774,Cu,*CHCHO,C2 H2 O1,-1.878,2,-1,2.0,0.084
random1611405,Ag₁₀₈H₄C,mp-989737,Ag,*CH4,C1 H4,-2.817,2,1,1.0,0.037
random2023582,Ag₈₁HO,mp-989737,Ag,*OH,H1 O1,0.706,1,0,2.0,0.056
random955347,H₂Au₄₈C,mp-81,Au,*CH2,C1 H2,1.375,1,1,0.0,0.125
random1377002,Cu₇₂H₅C₂O,mp-1010136,Cu,*CH2CH2OH,C2 H5 O1,-2.537,2,1,0.0,0.083
random1561786,Cu₄₈NO₂,mp-989695,Cu,*NO2NO2,N2 O4,6.532,2,2,1.0,0.031
random1340393,Ni₇₂HC₂O,mp-10257,Ni,*CHCO,C2 H1 O1,-2.39,2,1,0.0,0.0
random1496157,Ni₇₂HN,mp-10257,Ni,*NH,N1 H1,-0.995,2,1,0.0,0.0
random330552,Ag₁₅HC,mp-124,Ag,*CCH2,C2 H2,-0.34,2,2,1.0,0.05
random687183,H₂Au₇₂O,mp-1008634,Au,*OH2,H2 O1,-0.118,2,1,1.0,0.167
random1558318,Cu₄₀H₂CO,mp-989782,Cu,*COHCH2OH,C2 H4 O2,-1.207,2,-1,2.0,0.0
random1590090,H₃Au₃₆C₂O,mp-81,Au,*CHCHOH,C2 H3 O1,-1.448,1,0,0.0,0.25
random1614102,Ni₃₆H₄CN₂O,mp-1094136,Ni,*OHNNCH3,C1 N2 H4 O1,-2.4,2,1,0.0,0.167
random1399538,Ag₇₂HN₂O,mp-989737,Ag,*NONH,N2 H1 O1,2.531,1,1,0.0,0.25
random1727193,HAu₃₆CO,mp-1008634,Au,*COHCOH,C2 H2 O2,0.951,1,0,2.0,0.167
random1628185,Cu₃₆H₂CO,mp-989782,Cu,*CHOHCHOH,C2 H4 O2,-1.616,2,1,0.0,0.167
random2000038,Cu₃₂H₂CO,mp-989695,Cu,*CHOCH2OH,C2 H4 O2,-1.86,1,0,1.0,0.208
random759704,Ni₆₄H₅(CO)₂,mp-1014111,Ni,*CHOHCH2OH,C2 H5 O2,-2.308,2,0,1.0,0.5
random2214769,Cu₄₈C,mp-989782,Cu,*C,C1,0.922,2,2,1.0,0.0
random671321,Cu₇₂HC₂O,mp-989695,Cu,*CCHO,C2 H1 O1,-0.577,2,1,0.0,0.056
random618740,Cu₃₆HCO,mp-1010136,Cu,*COHCOH,C2 H2 O2,-0.494,1,0,2.0,0.083
random442154,Cu₃₂NO₂,mp-1010136,Cu,*NO2NO2,N2 O4,7.512,1,1,0.0,0.25
random1872493,H₂Au₇₂N,mp-1008634,Au,*NH2,N1 H2,-0.017,2,1,1.0,0.0
random745528,HAu₃₆N,mp-1008634,Au,*NHNH,N2 H2,1.302,2,1,0.0,0.167
random1672517,HAu₄₀CO,mp-1008634,Au,*COCH2O,C2 H2 O2,-0.44,2,-1,2.0,0.2
random561954,Cu₇₂HC₂,mp-989782,Cu,*CCH,C2 H1,-1.393,2,1,2.0,0.167
random585184,Ni₁₂HN,mp-1014111,Ni,*NHNH,N2 H2,-0.561,1,1,1.0,0.0
random1626338,Ni₂₄H₂C,mp-1094136,Ni,*CH2,C1 H2,-3.192,2,-1,2.0,0.25
random48273,Ag₃₆HN₂,mp-124,Ag,*N*NH,N2 H1,1.893,1,0,0.0,0.25
random1845056,H₂Au₃₀CO,mp-81,Au,*CHOCH2OH,C2 H4 O2,-1.853,2,2,1.0,0.05
random2274167,H₃(Au₃₆C)₂,mp-1008634,Au,*CHCH2,C2 H3,-2.357,2,1,2.0,0.0
random957447,H₆Pt₅₄C₂O,mp-126,Pt,*OHCH2CH3,C2 H6 O1,-3.76,1,1,1.0,0.167
random551952,Ni₆₄H₂N,mp-1094136,Ni,*NH2,N1 H2,2.117,2,0,1.0,0.0
random1678541,Cu₇₂H₃C₂,mp-30,Cu,*CCH3,C2 H3,-1.882,2,1,0.0,0.083
random476397,Ag₁₀₈H₅C₂O,mp-989737,Ag,*CH2CH2OH,C2 H5 O1,-2.525,2,1,1.0,0.037
random978539,Ni₃₆O,mp-1014111,Ni,*O,O1,-0.164,2,1,2.0,0.0
random2085233,Cu₇₂H₄C₂O,mp-1120774,Cu,*CHCH2OH,C2 H4 O1,-2.315,2,-1,2.0,0.0
random2367671,Ni₂₄H₃CO,mp-1014111,Ni,*OCH3,C1 H3 O1,-1.834,2,-1,2.0,0.25
random641075,Ni₄₈H₂CO,mp-10257,Ni,*CHOH,C1 H2 O1,-2.671,1,1,1.0,0.0
random1707399,Cu₂₄H₂CO,mp-989695,Cu,*CHOHCHOH,C2 H4 O2,-1.167,1,1,1.0,0.062
random997918,Ag₄₈H(CO)₂,mp-124,Ag,*COCHO,C2 H1 O2,0.108,1,1,0.0,0.125
random766461,Ag₈₁H₄(CO)₂,mp-989737,Ag,*COHCH2OH,C2 H4 O2,0.343,1,0,-1.0,0.056
random1329321,HAu₇₂C₂O,mp-1008634,Au,*CHCO,C2 H1 O1,-0.512,2,1,1.0,0.167
random1958781,Ni₃₆H(CO)₂,mp-1094136,Ni,*COCHO,C2 H1 O2,-3.389,2,1,1.0,0.0
random1439102,Cu₇₂H₃N,mp-989782,Cu,*NH3,N1 H3,-1.124,2,1,0.0,0.167
random2218073,Ni₅₄H₄CN₂O,mp-1008728,Ni,*OHNNCH3,C1 N2 H4 O1,-2.089,1,0,0.0,0.25
random1805151,Ni₇₂H₃(CO)₂,mp-23,Ni,*COHCHOH,C2 H3 O2,-1.197,2,1,0.0,0.083
random744404,Cu₆₄O,mp-1010136,Cu,*O,O1,0.964,1,1,0.0,0.25
random1554281,Cu₈₀H₄CO,mp-1010136,Cu,*OHCH3,C1 H4 O1,-1.572,2,1,2.0,0.05
random1725823,Ag₁₀₈H₃NO,mp-989737,Ag,*OHNH2,N1 H3 O1,1.475,2,-1,2.0,0.028
random982706,H₂Pt₃₆CO,mp-126,Pt,*CHOCH2OH,C2 H4 O2,-2.315,2,1,0.0,0.083
random1024924,Cu₆₄H₄C₂O,mp-989695,Cu,*CHOHCH2,C2 H4 O1,-2.491,1,0,1.0,0.458
random1760963,Cu₇₂H₃(CO)₂,mp-989782,Cu,*CHOCHOH,C2 H3 O2,-1.585,2,1,0.0,0.0
random1729781,Ni₂₄H₂C,mp-1094136,Ni,*CH2,C1 H2,-1.753,2,-1,2.0,0.0
random2057561,HAu₄₈N,mp-1008634,Au,*NH,N1 H1,1.124,1,0,1.0,0.0
random471726,HAu₃₀C,mp-81,Au,*CCH2,C2 H2,-0.869,2,2,1.0,0.05
random1344875,Ni₉₆H₄C₂O,mp-1056486,Ni,*OCHCH3,C2 H4 O1,-2.99,1,1,0.0,0.125
random755494,Ag₃₀H₃C₂,mp-124,Ag,*CCH3,C2 H3,-0.52,2,2,1.0,0.05
random2201595,Ag₁₀₈HNO₂,mp-989737,Ag,*ONOH,N1 H1 O2,3.736,1,1,1.0,0.028
random1063059,Cu₆₄H₅C₂O,mp-1010136,Cu,*OCH2CH3,C2 H5 O1,-3.661,1,1,0.0,0.25
random1643475,Ag₈₁HN,mp-989737,Ag,*NH,N1 H1,1.476,1,0,-1.0,0.167
random1145405,Cu₇₂HC₂,mp-989782,Cu,*CCH,C2 H1,-0.971,2,1,0.0,0.0
random1787901,Cu₈₀H₅C₂O,mp-1010136,Cu,*CH2CH2OH,C2 H5 O1,-2.718,2,2,1.0,0.05
random1149630,Cu₇₂O,mp-989695,Cu,*O,O1,1.354,2,1,0.0,0.056
random1892391,Cu₆₄H₅C₂O,mp-1010136,Cu,*OCH2CH3,C2 H5 O1,-3.521,1,1,0.0,0.25
random2140796,Cu₇₂H₅C₂,mp-1010136,Cu,*CH2CH3,C2 H5,-3.466,1,0,2.0,0.083
random632038,Cu₇₂HCO,mp-989782,Cu,*CHO,C1 H1 O1,0.247,2,1,0.0,0.0
random1232348,Cu₇₂HO,mp-1120774,Cu,*OH,H1 O1,-0.02,1,1,0.0,0.25
random856206,HAu₇₂(CO)₂,mp-1008634,Au,*COCHO,C2 H1 O2,0.004,2,1,1.0,0.0
random1686440,Au₄₈NO,mp-81,Au,*NO,N1 O1,3.145,1,1,0.0,0.125
random1583138,Ni₂₄H₂N₂O,mp-1094136,Ni,*ONNH2,N2 H2 O1,0.751,2,-1,2.0,0.25
random2160117,Cu₁₂₈H₂C₂O,mp-989695,Cu,CH2*CO,C2 H2 O1,-1.634,2,0,1.0,0.146
random903438,H₃Au₇₂(CO)₂,mp-1008634,Au,*COHCHOH,C2 H3 O2,-0.817,1,0,2.0,0.0
random1734890,Cu₅₄H₅C₂,mp-1010136,Cu,*CH2CH3,C2 H5,-3.6,0,0,1.0,0.25
random1384085,H₂Au₂₄CO,mp-81,Au,*CHOHCHOH,C2 H4 O2,-1.017,1,1,0.0,0.125
